date,location,minDeaths,maxDeaths,minCivilianDeaths,maxCivilianDeaths,minChildDeaths,maxChildDeaths,mapIndex,exactdate,longitude,latitude
2009,South Waziristan,3,4,0,0,0,0,23,08/04/2009,69.818901,32.227711
2009,South Waziristan,0,8,0,8,0,0,23,19/04/2009,69.818901,32.227711
2009,South Waziristan,1,10,0,4,0,0,23,29/04/2009,69.818901,32.227711
2009,South Waziristan,6,25,0,4,0,0,23,09/05/2009,69.818901,32.227711
2009,South Waziristan,5,9,0,0,0,0,23,12/05/2009,69.818901,32.227711
2009,South Waziristan,3,5,0,3,0,0,23,14/06/2009,69.818901,32.227711
2009,South Waziristan,0,5,0,5,0,0,23,03/07/2009,69.818901,32.227711
2009,South Waziristan,10,17,0,0,0,0,23,03/07/2009,69.818901,32.227711
2009,South Waziristan,3,5,0,0,0,0,23,10/07/2009,69.818901,32.227711
2009,South Waziristan,8,10,0,0,0,0,23,27/08/2009,69.818901,32.227711
2009,South Waziristan,5,6,0,0,0,0,23,29/09/2009,69.818901,32.227711
2010,South Waziristan,8,12,0,11,0,0,23,28/05/2010,69.818901,32.227711
2010,South Waziristan,16,18,0,0,0,0,23,24/07/2010,69.818901,32.227711
2010,South Waziristan,4,4,0,0,0,0,23,25/07/2010,69.818901,32.227711
2010,South Waziristan,7,8,0,0,0,0,23,21/09/2010,69.818901,32.227711
2010,South Waziristan,4,4,0,0,0,0,23,28/09/2010,69.818901,32.227711
2011,South Waziristan,6,8,0,0,0,0,23,20/02/2011,69.818901,32.227711
2011,South Waziristan,2,5,0,5,0,0,23,08/03/2011,69.818901,32.227711
2011,South Waziristan,5,12,0,0,0,0,23,03/06/2011,69.818901,32.227711
2011,South Waziristan,3,5,0,0,0,0,23,06/06/2011,69.818901,32.227711
2011,South Waziristan,7,9,0,0,0,0,23,06/06/2011,69.818901,32.227711
2011,South Waziristan,8,10,0,7,0,0,23,06/06/2011,69.818901,32.227711
2011,South Waziristan,18,23,0,0,0,0,23,08/06/2011,69.818901,32.227711
2011,South Waziristan,0,0,0,0,0,0,23,15/06/2011,69.818901,32.227711
2011,South Waziristan,12,21,0,20,0,0,23,27/06/2011,69.818901,32.227711
2011,South Waziristan,5,13,0,0,0,0,23,12/07/2011,69.818901,32.227711
2011,South Waziristan,3,4,0,0,0,0,23,30/09/2011,69.818901,32.227711
2011,South Waziristan,3,6,0,0,0,0,23,13/10/2011,69.818901,32.227711
2011,South Waziristan,13,22,0,0,0,0,23,26/10/2011,69.818901,32.227711
2011,South Waziristan,4,22,0,0,0,0,23,16/11/2011,69.818901,32.227711
2012,South Waziristan,6,6,0,0,0,0,23,09/03/2012,69.818901,32.227711
2012,South Waziristan,4,15,0,0,0,0,23,09/03/2012,69.818901,32.227711
2012,South Waziristan,6,8,0,0,0,0,23,13/03/2012,69.818901,32.227711
2012,South Waziristan,0,10,0,0,0,0,23,03/06/2012,69.818901,32.227711
2013,South Waziristan,6,11,0,0,0,0,23,02/01/2013,69.818901,32.227711
2013,South Waziristan,8,18,0,0,0,0,23,06/01/2013,69.818901,32.227711
2013,South Waziristan,6,9,0,0,0,0,23,08/02/2013,69.818901,32.227711
2013,South Waziristan,4,6,0,0,0,0,23,17/04/2013,69.818901,32.227711
2009,Sur Pul,18,31,0,0,0,0,30,16/02/2009,66.950057,30.214248
2004,Wana,6,8,2,2,2,2,24,17/06/2004,69.610616,32.299964
2008,Wana,5,5,0,0,0,0,24,27/11/2008,69.610616,32.299964
2009,Wana,12,18,4,4,0,0,24,18/06/2009,69.610616,32.299964
2011,Wana,2,10,0,0,0,0,24,15/06/2011,69.610616,32.299964
2012,Wana,2,4,0,0,0,0,24,02/06/2012,69.610616,32.299964
2014,Wana,2,4,0,0,0,0,24,28/09/2014,69.610616,32.299964
