X,X,X,X,X,X,X,X,X,X,2,1
X,X,X,X,X,X,X,X,X,X,3,P
X,X,X,X,X,X,X,X,X,X,P,P
X,X,X,X,X,X,X,X,X,5,4,P
X,X,X,X,X,X,7,X,X,X,6,P
X,X,X,X,X,12,11,10,X,9,8,P
X,X,X,X,X,X,X,16,15,14,13,P
X,X,X,X,X,X,X,X,19,18,17,P
X,X,X,X,X,X,22,21,20,P,P,P
X,28,27,26,25,24,23,P,P,P,P,P
X,X,X,X,X,29,P,P,P,P,P,P
X,X,X,X,X,P,P,P,P,P,P,P
X,X,X,30,P,P,P,P,P,P,P,P
P,P,31,P,P,P,P,P,P,P,P,P
